season,season_type,game_date,game_id,event_num,period,clock,team_away,team_home,player1_name,player2_name,description,event_video_link,event_video_link_with_title
2015-16,Regular Season,2016-01-10,0021500564,306,3,08:20,OKC,POR,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (12 PTS) (Westbrook 12 AST),https://www.nba.com/stats/events?GameEventID=306&GameID=0021500564&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=306&GameID=0021500564&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%2812%20PTS%29%20%28Westbrook%2012%20AST%29
2015-16,Regular Season,2016-01-10,0021500564,371,3,03:36,OKC,POR,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (15 PTS) (Westbrook 13 AST),https://www.nba.com/stats/events?GameEventID=371&GameID=0021500564&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=371&GameID=0021500564&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%2815%20PTS%29%20%28Westbrook%2013%20AST%29
2015-16,Regular Season,2016-01-12,0021500574,65,1,06:11,OKC,MIN,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (6 PTS) (Westbrook 2 AST),https://www.nba.com/stats/events?GameEventID=65&GameID=0021500574&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=65&GameID=0021500574&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%286%20PTS%29%20%28Westbrook%202%20AST%29
2015-16,Regular Season,2016-01-13,0021500582,276,2,01:44,DAL,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (4 PTS) (Westbrook 8 AST),https://www.nba.com/stats/events?GameEventID=276&GameID=0021500582&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=276&GameID=0021500582&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%284%20PTS%29%20%28Westbrook%208%20AST%29
2015-16,Regular Season,2016-01-17,0021500611,55,1,06:05,MIA,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (4 PTS) (Westbrook 4 AST),https://www.nba.com/stats/events?GameEventID=55&GameID=0021500611&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=55&GameID=0021500611&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%284%20PTS%29%20%28Westbrook%204%20AST%29
2015-16,Regular Season,2016-01-17,0021500611,323,3,04:04,MIA,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (6 PTS) (Westbrook 14 AST),https://www.nba.com/stats/events?GameEventID=323&GameID=0021500611&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=323&GameID=0021500611&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%286%20PTS%29%20%28Westbrook%2014%20AST%29
2015-16,Regular Season,2016-01-19,0021500627,40,1,07:01,OKC,DEN,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (6 PTS) (Westbrook 5 AST),https://www.nba.com/stats/events?GameEventID=40&GameID=0021500627&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=40&GameID=0021500627&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%286%20PTS%29%20%28Westbrook%205%20AST%29
2015-16,Regular Season,2016-01-20,0021500636,24,1,09:56,CHA,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (3 PTS) (Westbrook 2 AST),https://www.nba.com/stats/events?GameEventID=24&GameID=0021500636&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=24&GameID=0021500636&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%283%20PTS%29%20%28Westbrook%202%20AST%29
2015-16,Regular Season,2016-01-20,0021500636,266,3,11:06,CHA,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (7 PTS) (Westbrook 12 AST),https://www.nba.com/stats/events?GameEventID=266&GameID=0021500636&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=266&GameID=0021500636&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%287%20PTS%29%20%28Westbrook%2012%20AST%29
2015-16,Regular Season,2016-01-20,0021500636,340,3,05:29,CHA,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (9 PTS) (Westbrook 15 AST),https://www.nba.com/stats/events?GameEventID=340&GameID=0021500636&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=340&GameID=0021500636&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%289%20PTS%29%20%28Westbrook%2015%20AST%29
2015-16,Regular Season,2016-01-27,0021500688,36,1,08:37,OKC,MIN,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (2 PTS) (Westbrook 1 AST),https://www.nba.com/stats/events?GameEventID=36&GameID=0021500688&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=36&GameID=0021500688&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%282%20PTS%29%20%28Westbrook%201%20AST%29
2015-16,Regular Season,2016-01-27,0021500688,513,4,01:14,OKC,MIN,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (8 PTS) (Westbrook 15 AST),https://www.nba.com/stats/events?GameEventID=513&GameID=0021500688&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=513&GameID=0021500688&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%288%20PTS%29%20%28Westbrook%2015%20AST%29
2015-16,Regular Season,2016-02-01,0021500725,303,3,06:30,WAS,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (7 PTS) (Westbrook 8 AST),https://www.nba.com/stats/events?GameEventID=303&GameID=0021500725&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=303&GameID=0021500725&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%287%20PTS%29%20%28Westbrook%208%20AST%29
2015-16,Regular Season,2016-02-03,0021500740,156,2,07:33,ORL,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (7 PTS) (Westbrook 7 AST),https://www.nba.com/stats/events?GameEventID=156&GameID=0021500740&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=156&GameID=0021500740&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%287%20PTS%29%20%28Westbrook%207%20AST%29
2015-16,Regular Season,2016-02-06,0021500769,2,1,11:46,OKC,GSW,203500 Steven Adams,201566 Russell Westbrook,Adams Alley Oop Dunk (2 PTS) (Westbrook 1 AST),https://www.nba.com/stats/events?GameEventID=2&GameID=0021500769&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=2&GameID=0021500769&Season=2015-16&flag=1&title=Adams%20Alley%20Oop%20Dunk%20%282%20PTS%29%20%28Westbrook%201%20AST%29
2015-16,Regular Season,2016-02-06,0021500769,183,2,08:07,OKC,GSW,203500 Steven Adams,201566 Russell Westbrook,Adams 1' Alley Oop Dunk (6 PTS) (Westbrook 4 AST),https://www.nba.com/stats/events?GameEventID=183&GameID=0021500769&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=183&GameID=0021500769&Season=2015-16&flag=1&title=Adams%201%27%20Alley%20Oop%20Dunk%20%286%20PTS%29%20%28Westbrook%204%20AST%29
2015-16,Regular Season,2016-02-11,0021500802,67,1,03:38,NOP,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (4 PTS) (Westbrook 2 AST),https://www.nba.com/stats/events?GameEventID=67&GameID=0021500802&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=67&GameID=0021500802&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%284%20PTS%29%20%28Westbrook%202%20AST%29
2015-16,Regular Season,2016-02-19,0021500812,182,2,06:11,IND,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams Alley Oop Dunk (4 PTS) (Westbrook 8 AST),https://www.nba.com/stats/events?GameEventID=182&GameID=0021500812&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=182&GameID=0021500812&Season=2015-16&flag=1&title=Adams%20Alley%20Oop%20Dunk%20%284%20PTS%29%20%28Westbrook%208%20AST%29
2015-16,Regular Season,2016-02-21,0021500824,27,1,08:50,CLE,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (2 PTS) (Westbrook 1 AST),https://www.nba.com/stats/events?GameEventID=27&GameID=0021500824&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=27&GameID=0021500824&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%282%20PTS%29%20%28Westbrook%201%20AST%29
2015-16,Regular Season,2016-02-21,0021500824,33,1,07:28,CLE,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (4 PTS) (Westbrook 2 AST),https://www.nba.com/stats/events?GameEventID=33&GameID=0021500824&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=33&GameID=0021500824&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%284%20PTS%29%20%28Westbrook%202%20AST%29
2015-16,Regular Season,2016-02-24,0021500852,395,3,04:09,OKC,DAL,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (13 PTS) (Westbrook 8 AST),https://www.nba.com/stats/events?GameEventID=395&GameID=0021500852&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=395&GameID=0021500852&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%2813%20PTS%29%20%28Westbrook%208%20AST%29
2015-16,Regular Season,2016-02-24,0021500852,609,4,01:11,OKC,DAL,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (15 PTS) (Westbrook 13 AST),https://www.nba.com/stats/events?GameEventID=609&GameID=0021500852&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=609&GameID=0021500852&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%2815%20PTS%29%20%28Westbrook%2013%20AST%29
2015-16,Regular Season,2016-03-02,0021500907,4,1,11:24,OKC,LAC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (2 PTS) (Westbrook 1 AST),https://www.nba.com/stats/events?GameEventID=4&GameID=0021500907&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=4&GameID=0021500907&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%282%20PTS%29%20%28Westbrook%201%20AST%29
2015-16,Regular Season,2016-03-02,0021500907,328,3,05:57,OKC,LAC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (6 PTS) (Westbrook 9 AST),https://www.nba.com/stats/events?GameEventID=328&GameID=0021500907&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=328&GameID=0021500907&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%286%20PTS%29%20%28Westbrook%209%20AST%29
2015-16,Regular Season,2016-03-06,0021500930,546,4,04:51,OKC,MIL,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (14 PTS) (Westbrook 11 AST),https://www.nba.com/stats/events?GameEventID=546&GameID=0021500930&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=546&GameID=0021500930&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%2814%20PTS%29%20%28Westbrook%2011%20AST%29
2015-16,Regular Season,2016-03-09,0021500955,511,4,02:00,LAC,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (9 PTS) (Westbrook 18 AST),https://www.nba.com/stats/events?GameEventID=511&GameID=0021500955&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=511&GameID=0021500955&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%289%20PTS%29%20%28Westbrook%2018%20AST%29
2015-16,Regular Season,2016-03-11,0021500968,334,3,06:39,MIN,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (6 PTS) (Westbrook 5 AST),https://www.nba.com/stats/events?GameEventID=334&GameID=0021500968&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=334&GameID=0021500968&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%286%20PTS%29%20%28Westbrook%205%20AST%29
2015-16,Regular Season,2016-03-14,0021500993,3,1,11:22,POR,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (2 PTS) (Westbrook 1 AST),https://www.nba.com/stats/events?GameEventID=3&GameID=0021500993&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=3&GameID=0021500993&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%282%20PTS%29%20%28Westbrook%201%20AST%29
2015-16,Regular Season,2016-03-14,0021500993,295,3,08:52,POR,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (12 PTS) (Westbrook 13 AST),https://www.nba.com/stats/events?GameEventID=295&GameID=0021500993&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=295&GameID=0021500993&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%2812%20PTS%29%20%28Westbrook%2013%20AST%29
2015-16,Regular Season,2016-03-18,0021501021,214,2,04:02,OKC,PHI,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (8 PTS) (Westbrook 3 AST),https://www.nba.com/stats/events?GameEventID=214&GameID=0021501021&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=214&GameID=0021501021&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%288%20PTS%29%20%28Westbrook%203%20AST%29
2015-16,Regular Season,2016-03-18,0021501021,330,3,06:12,OKC,PHI,203500 Steven Adams,201566 Russell Westbrook,Adams  Running Dunk (10 PTS) (Westbrook 7 AST),https://www.nba.com/stats/events?GameEventID=330&GameID=0021501021&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=330&GameID=0021501021&Season=2015-16&flag=1&title=Adams%20%20Running%20Dunk%20%2810%20PTS%29%20%28Westbrook%207%20AST%29
2015-16,Regular Season,2016-03-22,0021501054,70,1,04:29,HOU,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (4 PTS) (Westbrook 3 AST),https://www.nba.com/stats/events?GameEventID=70&GameID=0021501054&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=70&GameID=0021501054&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%284%20PTS%29%20%28Westbrook%203%20AST%29
2015-16,Regular Season,2016-03-22,0021501054,535,4,03:01,HOU,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (8 PTS) (Westbrook 14 AST),https://www.nba.com/stats/events?GameEventID=535&GameID=0021501054&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=535&GameID=0021501054&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%288%20PTS%29%20%28Westbrook%2014%20AST%29
2015-16,Regular Season,2016-03-24,0021501071,151,2,08:26,UTA,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (6 PTS) (Westbrook 3 AST),https://www.nba.com/stats/events?GameEventID=151&GameID=0021501071&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=151&GameID=0021501071&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%286%20PTS%29%20%28Westbrook%203%20AST%29
2015-16,Regular Season,2016-03-26,0021501088,317,3,05:13,SAS,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (7 PTS) (Westbrook 4 AST),https://www.nba.com/stats/events?GameEventID=317&GameID=0021501088&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=317&GameID=0021501088&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%287%20PTS%29%20%28Westbrook%204%20AST%29
2015-16,Regular Season,2016-03-28,0021501098,198,2,07:27,OKC,TOR,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (5 PTS) (Westbrook 3 AST),https://www.nba.com/stats/events?GameEventID=198&GameID=0021501098&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=198&GameID=0021501098&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%285%20PTS%29%20%28Westbrook%203%20AST%29
2015-16,Regular Season,2016-03-28,0021501098,330,3,07:26,OKC,TOR,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (9 PTS) (Westbrook 9 AST),https://www.nba.com/stats/events?GameEventID=330&GameID=0021501098&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=330&GameID=0021501098&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%289%20PTS%29%20%28Westbrook%209%20AST%29
2015-16,Regular Season,2016-03-31,0021501126,261,3,09:36,LAC,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (9 PTS) (Westbrook 7 AST),https://www.nba.com/stats/events?GameEventID=261&GameID=0021501126&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=261&GameID=0021501126&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%289%20PTS%29%20%28Westbrook%207%20AST%29
2015-16,Regular Season,2016-03-31,0021501126,439,4,05:56,LAC,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Reverse Dunk (11 PTS) (Westbrook 11 AST),https://www.nba.com/stats/events?GameEventID=439&GameID=0021501126&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=439&GameID=0021501126&Season=2015-16&flag=1&title=Adams%20%20Reverse%20Dunk%20%2811%20PTS%29%20%28Westbrook%2011%20AST%29
2015-16,Regular Season,2016-04-05,0021501160,324,3,08:33,OKC,DEN,203500 Steven Adams,201566 Russell Westbrook,Adams  Running Dunk (5 PTS) (Westbrook 6 AST),https://www.nba.com/stats/events?GameEventID=324&GameID=0021501160&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=324&GameID=0021501160&Season=2015-16&flag=1&title=Adams%20%20Running%20Dunk%20%285%20PTS%29%20%28Westbrook%206%20AST%29
2015-16,Regular Season,2016-04-11,0021501209,276,2,01:41,LAL,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (7 PTS) (Westbrook 8 AST),https://www.nba.com/stats/events?GameEventID=276&GameID=0021501209&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=276&GameID=0021501209&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%287%20PTS%29%20%28Westbrook%208%20AST%29
2015-16,Playoffs,2016-04-18,0041500162,42,1,06:55,DAL,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (2 PTS) (Westbrook 1 AST),https://www.nba.com/stats/events?GameEventID=42&GameID=0041500162&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=42&GameID=0041500162&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%282%20PTS%29%20%28Westbrook%201%20AST%29
2015-16,Playoffs,2016-04-23,0041500164,314,3,06:35,OKC,DAL,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (7 PTS) (Westbrook 9 AST),https://www.nba.com/stats/events?GameEventID=314&GameID=0041500164&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=314&GameID=0041500164&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%287%20PTS%29%20%28Westbrook%209%20AST%29
2015-16,Playoffs,2016-04-30,0041500231,226,2,01:26,OKC,SAS,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (6 PTS) (Westbrook 5 AST),https://www.nba.com/stats/events?GameEventID=226&GameID=0041500231&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=226&GameID=0041500231&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%286%20PTS%29%20%28Westbrook%205%20AST%29
2015-16,Playoffs,2016-04-30,0041500231,301,3,05:39,OKC,SAS,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (8 PTS) (Westbrook 8 AST),https://www.nba.com/stats/events?GameEventID=301&GameID=0041500231&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=301&GameID=0041500231&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%288%20PTS%29%20%28Westbrook%208%20AST%29
2015-16,Playoffs,2016-05-02,0041500232,190,2,07:36,OKC,SAS,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (6 PTS) (Westbrook 3 AST),https://www.nba.com/stats/events?GameEventID=190&GameID=0041500232&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=190&GameID=0041500232&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%286%20PTS%29%20%28Westbrook%203%20AST%29
2015-16,Playoffs,2016-05-02,0041500232,216,2,04:54,OKC,SAS,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (8 PTS) (Westbrook 4 AST),https://www.nba.com/stats/events?GameEventID=216&GameID=0041500232&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=216&GameID=0041500232&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%288%20PTS%29%20%28Westbrook%204%20AST%29
2015-16,Playoffs,2016-05-08,0041500234,30,1,08:12,SAS,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (3 PTS) (Westbrook 2 AST),https://www.nba.com/stats/events?GameEventID=30&GameID=0041500234&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=30&GameID=0041500234&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%283%20PTS%29%20%28Westbrook%202%20AST%29
2015-16,Playoffs,2016-05-08,0041500234,244,2,02:29,SAS,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (12 PTS) (Westbrook 7 AST),https://www.nba.com/stats/events?GameEventID=244&GameID=0041500234&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=244&GameID=0041500234&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%2812%20PTS%29%20%28Westbrook%207%20AST%29
2015-16,Playoffs,2016-05-08,0041500234,278,3,11:48,SAS,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (14 PTS) (Westbrook 9 AST),https://www.nba.com/stats/events?GameEventID=278&GameID=0041500234&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=278&GameID=0041500234&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%2814%20PTS%29%20%28Westbrook%209%20AST%29
2015-16,Playoffs,2016-05-08,0041500234,332,3,05:25,SAS,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (16 PTS) (Westbrook 12 AST),https://www.nba.com/stats/events?GameEventID=332&GameID=0041500234&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=332&GameID=0041500234&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%2816%20PTS%29%20%28Westbrook%2012%20AST%29
2015-16,Playoffs,2016-05-10,0041500235,324,3,05:29,OKC,SAS,203500 Steven Adams,201566 Russell Westbrook,Adams  Dunk (8 PTS) (Westbrook 5 AST),https://www.nba.com/stats/events?GameEventID=324&GameID=0041500235&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=324&GameID=0041500235&Season=2015-16&flag=1&title=Adams%20%20Dunk%20%288%20PTS%29%20%28Westbrook%205%20AST%29
2015-16,Playoffs,2016-05-10,0041500235,471,4,04:32,OKC,SAS,203500 Steven Adams,201566 Russell Westbrook,Adams  Driving Dunk (12 PTS) (Westbrook 8 AST),https://www.nba.com/stats/events?GameEventID=471&GameID=0041500235&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=471&GameID=0041500235&Season=2015-16&flag=1&title=Adams%20%20Driving%20Dunk%20%2812%20PTS%29%20%28Westbrook%208%20AST%29
2015-16,Playoffs,2016-05-12,0041500236,201,2,02:43,SAS,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Alley Oop Dunk (8 PTS) (Westbrook 6 AST),https://www.nba.com/stats/events?GameEventID=201&GameID=0041500236&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=201&GameID=0041500236&Season=2015-16&flag=1&title=Adams%20%20Alley%20Oop%20Dunk%20%288%20PTS%29%20%28Westbrook%206%20AST%29
2015-16,Playoffs,2016-05-24,0041500314,458,3,02:44,GSW,OKC,203500 Steven Adams,201566 Russell Westbrook,Adams  Cutting Dunk Shot (11 PTS) (Westbrook 10 AST),https://www.nba.com/stats/events?GameEventID=458&GameID=0041500314&Season=2015-16&flag=1,https://www.nba.com/stats/events?GameEventID=458&GameID=0041500314&Season=2015-16&flag=1&title=Adams%20%20Cutting%20Dunk%20Shot%20%2811%20PTS%29%20%28Westbrook%2010%20AST%29
2016-17,Regular Season,2016-10-26,0021600011,227,2,04:11,OKC,PHI,203500 Steven Adams,201566 Russell Westbrook,[OKC 42-41] Adams Running Dunk Shot: Made (8 PTS) Assist: Westbrook (3 AST),https://www.nba.com/stats/events?GameEventID=227&GameID=0021600011&Season=2016-17&flag=1,https://www.nba.com/stats/events?GameEventID=227&GameID=0021600011&Season=2016-17&flag=1&title=%5BOKC%2042-41%5D%20Adams%20Running%20Dunk%20Shot%3A%20Made%20%288%20PTS%29%20Assist%3A%20Westbrook%20%283%20AST%29
2016-17,Regular Season,2016-10-26,0021600011,239,2,03:10,OKC,PHI,203500 Steven Adams,201566 Russell Westbrook,[OKC 46-42] Adams Dunk Shot: Made (12 PTS) Assist: Westbrook (5 AST),https://www.nba.com/stats/events?GameEventID=239&GameID=0021600011&Season=2016-17&flag=1,https://www.nba.com/stats/events?GameEventID=239&GameID=0021600011&Season=2016-17&flag=1&title=%5BOKC%2046-42%5D%20Adams%20Dunk%20Shot%3A%20Made%20%2812%20PTS%29%20Assist%3A%20Westbrook%20%285%20AST%29
2016-17,Regular Season,2016-10-30,0021600040,11,1,11:11,LAL,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 4-3] Adams Cutting Dunk Shot: Made (4 PTS) Assist: Westbrook (1 AST),https://www.nba.com/stats/events?GameEventID=11&GameID=0021600040&Season=2016-17&flag=1,https://www.nba.com/stats/events?GameEventID=11&GameID=0021600040&Season=2016-17&flag=1&title=%5BOKC%204-3%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%284%20PTS%29%20Assist%3A%20Westbrook%20%281%20AST%29
2016-17,Regular Season,2016-10-30,0021600040,16,1,10:33,LAL,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 6-5] Adams Cutting Dunk Shot: Made (6 PTS) Assist: Westbrook (2 AST),https://www.nba.com/stats/events?GameEventID=16&GameID=0021600040&Season=2016-17&flag=1,https://www.nba.com/stats/events?GameEventID=16&GameID=0021600040&Season=2016-17&flag=1&title=%5BOKC%206-5%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%286%20PTS%29%20Assist%3A%20Westbrook%20%282%20AST%29
